,ordered_chemical_symbols,atomic_ionization_potential(A),atomic_electron_affinity(A),atomic_rs_max(A),atomic_rp_max(A),atomic_rd_max(A),atomic_ionization_potential(B),atomic_electron_affinity(B),atomic_rs_max(B),atomic_rp_max(B),atomic_rd_max(B)
0,NaCl,-5.2231,-0.7157,1.7100,2.6000,6.5700,-13.9018,-3.9708,0.6800,0.7600,1.6700
